0.135	139.359
0.120	139.398
0.105	139.444
0.090	139.483
0.075	139.519
0.060	139.567
0.045	139.607
0.030	139.662
0.015	139.703
0.000	139.744
-0.015	139.786
-0.030	139.820
-0.045	139.863
-0.060	139.908
-0.075	140.001
-0.090	140.058
-0.105	140.101
-0.120	140.135
-0.135	140.187
-0.150	140.231
-0.165	140.310
-0.180	140.357
-0.195	140.402
-0.210	140.437
-0.225	140.494
-0.240	140.546
-0.255	140.635
-0.270	140.707
-0.285	140.747
-0.300	140.798
-0.315	140.836
-0.330	140.895
0.112	139.423
0.104	139.447
0.096	139.467
0.088	139.488
0.080	139.507
0.072	139.529
0.064	139.554
0.056	139.578
0.048	139.599
0.040	139.625
0.032	139.655
0.024	139.678
0.016	139.700
0.008	139.722
0.000	139.744
-0.008	139.766
-0.016	139.788
-0.024	139.806
-0.032	139.826
-0.040	139.849
-0.048	139.872
-0.056	139.896
-0.064	139.933
-0.072	139.982
-0.080	140.020
-0.088	140.050
-0.096	140.075
-0.104	140.098
-0.112	140.117
-0.120	140.135
-0.128	140.163
-0.136	140.190
-0.144	140.213
-0.152	140.242
-0.160	140.284
-0.168	140.319
-0.176	140.344
-0.184	140.369
-0.194	140.399
-0.202	140.418
-0.210	140.437
-0.218	140.467
-0.226	140.497
-0.234	140.525
-0.242	140.558
-0.250	140.605
-0.258	140.649
-0.266	140.688
-0.274	140.718
-0.282	140.739
-0.290	140.764
-0.298	140.791
-0.306	140.813
-0.314	140.833
-0.322	140.864